Key,File,Type,english
plantedBlueberry1_R,blocks,Farming,"Blueberry (Seed, Renewable)"
plantedBlueberry2_R,blocks,Farming,"Blueberry (Growing, Renewable)"
plantedBlueberry3_R,blocks,Farming,"Blueberry (Renewable)"
plantedBlueberry1_RDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
plantedBlueberry1_RT,blocks,Farming,"Blueberry (Seed, Renewable, Thorny)"
plantedBlueberry2_RT,blocks,Farming,"Blueberry (Growing, Renewable, Thorny)"
plantedBlueberry3_RT,blocks,Farming,"Blueberry (Renewable, Thorny)"
plantedBlueberry1_RTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedBlueberry1_T,blocks,Farming,"Blueberry (Seed, Thorny)"
plantedBlueberry2_T,blocks,Farming,"Blueberry (Growing, Thorny)"
plantedBlueberry3_T,blocks,Farming,"Blueberry (Thorny)"
plantedBlueberry1_TDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedBlueberry1_TT,blocks,Farming,"Blueberry (Seed, Extra Thorny)"
plantedBlueberry2_TT,blocks,Farming,"Blueberry (Growing, Extra Thorny)"
plantedBlueberry3_TT,blocks,Farming,"Blueberry (Extra Thorny)"
plantedBlueberry1_TTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExtra Thorny: integrates with many sharp, metal thorns. Touching them will cause one to receive damage and bleed.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_,blocks,Farming,"Chrysanthemum (Seed, Enhanced)"
plantedChrysanthemum2_,blocks,Farming,"Chrysanthemum (Growing, Enhanced)"
plantedChrysanthemum3_,blocks,Farming,"Chrysanthemum (Enhanced)"
plantedChrysanthemum1_Desc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nThis can be crafted by Hand or at a Workbench."
plantedChrysanthemum1_B,blocks,Farming,"Chrysanthemum (Seed, Bonus)"
plantedChrysanthemum2_B,blocks,Farming,"Chrysanthemum (Growing, Bonus)"
plantedChrysanthemum3_B,blocks,Farming,"Chrysanthemum (Bonus)"
plantedChrysanthemum1_BDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_BB,blocks,Farming,"Chrysanthemum (Seed, Bountiful Bonus)"
plantedChrysanthemum2_BB,blocks,Farming,"Chrysanthemum (Growing, Bountiful Bonus)"
plantedChrysanthemum3_BB,blocks,Farming,"Chrysanthemum (Bountiful Bonus)"
plantedChrysanthemum1_BBDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBountiful Bonus: further quadruples crop yield.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_BU,blocks,Farming,"Chrysanthemum (Seed, Bonus, Underground)"
plantedChrysanthemum2_BU,blocks,Farming,"Chrysanthemum (Growing, Bonus, Underground)"
plantedChrysanthemum3_BU,blocks,Farming,"Chrysanthemum (Bonus, Underground)"
plantedChrysanthemum1_BUDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_BF,blocks,Farming,"Chrysanthemum (Seed, Bonus, Fast Growth)"
plantedChrysanthemum2_BF,blocks,Farming,"Chrysanthemum (Growing, Bonus, Fast Growth)"
plantedChrysanthemum3_BF,blocks,Farming,"Chrysanthemum (Bonus, Fast Growth)"
plantedChrysanthemum1_BFDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nFast Growth: reaches maturity in half the time.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_BR,blocks,Farming,"Chrysanthemum (Seed, Bonus, Renewable)"
plantedChrysanthemum2_BR,blocks,Farming,"Chrysanthemum (Growing, Bonus, Renewable)"
plantedChrysanthemum3_BR,blocks,Farming,"Chrysanthemum (Bonus, Renewable)"
plantedChrysanthemum1_BRDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_BT,blocks,Farming,"Chrysanthemum (Seed, Bonus, Thorny)"
plantedChrysanthemum2_BT,blocks,Farming,"Chrysanthemum (Growing, Bonus, Thorny)"
plantedChrysanthemum3_BT,blocks,Farming,"Chrysanthemum (Bonus, Thorny)"
plantedChrysanthemum1_BTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_U,blocks,Farming,"Chrysanthemum (Seed, Underground)"
plantedChrysanthemum2_U,blocks,Farming,"Chrysanthemum (Growing, Underground)"
plantedChrysanthemum3_U,blocks,Farming,"Chrysanthemum (Underground)"
plantedChrysanthemum1_UDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_UF,blocks,Farming,"Chrysanthemum (Seed, Underground, Fast Growth)"
plantedChrysanthemum2_UF,blocks,Farming,"Chrysanthemum (Growing, Underground, Fast Growth)"
plantedChrysanthemum3_UF,blocks,Farming,"Chrysanthemum (Underground, Fast Growth)"
plantedChrysanthemum1_UFDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nFast Growth: reaches maturity in half the time.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_UE,blocks,Farming,"Chrysanthemum (Seed, Underground, Explosive)"
plantedChrysanthemum2_UE,blocks,Farming,"Chrysanthemum (Growing, Underground, Explosive)"
plantedChrysanthemum3_UE,blocks,Farming,"Chrysanthemum (Underground, Explosive)"
plantedChrysanthemum1_UEDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_UR,blocks,Farming,"Chrysanthemum (Seed, Underground, Renewable)"
plantedChrysanthemum2_UR,blocks,Farming,"Chrysanthemum (Growing, Underground, Renewable)"
plantedChrysanthemum3_UR,blocks,Farming,"Chrysanthemum (Underground, Renewable)"
plantedChrysanthemum1_URDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_UT,blocks,Farming,"Chrysanthemum (Seed, Underground, Thorny)"
plantedChrysanthemum2_UT,blocks,Farming,"Chrysanthemum (Growing, Underground, Thorny)"
plantedChrysanthemum3_UT,blocks,Farming,"Chrysanthemum (Underground, Thorny)"
plantedChrysanthemum1_UTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_F,blocks,Farming,"Chrysanthemum (Seed, Fast Growth)"
plantedChrysanthemum2_F,blocks,Farming,"Chrysanthemum (Growing, Fast Growth)"
plantedChrysanthemum3_F,blocks,Farming,"Chrysanthemum (Fast Growth)"
plantedChrysanthemum1_FDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_FF,blocks,Farming,"Chrysanthemum (Seed, Rapid Growth)"
plantedChrysanthemum2_FF,blocks,Farming,"Chrysanthemum (Growing, Rapid Growth)"
plantedChrysanthemum3_FF,blocks,Farming,"Chrysanthemum (Rapid Growth)"
plantedChrysanthemum1_FFDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nRapid Growth: reaches maturity in a quarter of the time.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_FE,blocks,Farming,"Chrysanthemum (Seed, Fast Growth, Explosive)"
plantedChrysanthemum2_FE,blocks,Farming,"Chrysanthemum (Growing, Fast Growth, Explosive)"
plantedChrysanthemum3_FE,blocks,Farming,"Chrysanthemum (Fast Growth, Explosive)"
plantedChrysanthemum1_FEDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_FR,blocks,Farming,"Chrysanthemum (Seed, Fast Growth, Renewable)"
plantedChrysanthemum2_FR,blocks,Farming,"Chrysanthemum (Growing, Fast Growth, Renewable)"
plantedChrysanthemum3_FR,blocks,Farming,"Chrysanthemum (Fast Growth, Renewable)"
plantedChrysanthemum1_FRDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_FT,blocks,Farming,"Chrysanthemum (Seed, Fast Growth, Thorny)"
plantedChrysanthemum2_FT,blocks,Farming,"Chrysanthemum (Growing, Fast Growth, Thorny)"
plantedChrysanthemum3_FT,blocks,Farming,"Chrysanthemum (Fast Growth, Thorny)"
plantedChrysanthemum1_FTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_E,blocks,Farming,"Chrysanthemum (Seed, Explosive)"
plantedChrysanthemum2_E,blocks,Farming,"Chrysanthemum (Growing, Explosive)"
plantedChrysanthemum3_E,blocks,Farming,"Chrysanthemum (Explosive)"
plantedChrysanthemum1_EDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_EE,blocks,Farming,"Chrysanthemum (Seed, Extremely Explosive)"
